# MKM Parameters
#
# Alpha0 = 0.19 Gy-1
# Beta = 0.05 Gy-2
# AlphaX = 0.19 Gy-1 Reference radiation
# Domain Radius = 0.44 um
# Nucleus Radius = 8 um
#
# Dose[Gy], Survival, SurvivalStd, RBE, RBEStd
2.0000000, 0.4018632, 0.0000000, 1.3868179, 0.0000000
5.0000000, 0.0490383, 0.0000000, 1.2189130, 0.0000000
8.0000000, 0.0024900, 0.0000000, 1.1517417, 0.0000000
