# MKM Parameters
#
# Alpha0 = 0.19 Gy-1
# Beta = 0.05 Gy-2
# AlphaX = 0.19 Gy-1 Reference radiation
# Domain Radius = 0.44 um
# Nucleus Radius = 8 um
#
# Dose[Gy], Survival, SurvivalStd, RBE, RBEStd
2.0000000, 0.1948119, 0.0000000, 2.0634870, 0.0000000
5.0000000, 0.0086599, 0.0000000, 1.6058605, 0.0000000
8.0000000, 0.0001753, 0.0000000, 1.4236013, 0.0000000
